時間,施設No,ユーザー情報
2024-10-13 00:03:58,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 00:03:58,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 00:48:58,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 01:27:27,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 01:51:58,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 02:09:58,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 02:54:53,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 04:51:53,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 05:36:09,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 05:36:53,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 05:54:53,2,76f12d194043bd9b68181e27323addf6e8e85b9052a94e23174d76d171c5da43
2024-10-13 05:56:23,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 05:56:43,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 05:56:43,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 05:56:43,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 06:00:07,2,7767fdcf049d0b0f1a0c37a276df132443e92505c6dd76dbb42764ffc9c5de42
2024-10-13 06:24:11,2,3d6e92bd7eabd23970e211338abc25ac5c265a30a3527de0a53b29c9d0e39435
2024-10-13 06:30:49,2,92349b2fd2abb74d88e33a36f9ea6a4f5325a2bdbc753428c4c7e8554696f057
2024-10-13 06:30:49,2,92349b2fd2abb74d88e33a36f9ea6a4f5325a2bdbc753428c4c7e8554696f057
2024-10-13 06:31:01,2,92349b2fd2abb74d88e33a36f9ea6a4f5325a2bdbc753428c4c7e8554696f057
2024-10-13 06:33:46,2,18248f005b7493422ea25abcce7179b6d01446ebce2f14824bfbdbbe7f402bb9
2024-10-13 06:33:46,2,18248f005b7493422ea25abcce7179b6d01446ebce2f14824bfbdbbe7f402bb9
2024-10-13 06:33:55,2,18248f005b7493422ea25abcce7179b6d01446ebce2f14824bfbdbbe7f402bb9
2024-10-13 06:40:03,2,01fbae127e8db09da74812bde292eb77d2a68a7897a5571bb7c33ad12264102a
2024-10-13 06:40:16,2,01fbae127e8db09da74812bde292eb77d2a68a7897a5571bb7c33ad12264102a
2024-10-13 06:40:20,2,01fbae127e8db09da74812bde292eb77d2a68a7897a5571bb7c33ad12264102a
2024-10-13 06:40:25,2,01fbae127e8db09da74812bde292eb77d2a68a7897a5571bb7c33ad12264102a
